bert,10,561,77,0.8701298701298701,0
bert,20,1310,162,0.6296296296296297,0
bert,50,3628,465,0.38064516129032255,0
bert,100,6776,837,0.21863799283154123,0
bert,200,13676,1656,0.18055555555555555,0
bert,400,28168,3458,0.009832272990167727,0
bert,643,46120,5765,0.07250650477016479,0bert-knn,10,657,83,0.5060240963855421,1
bert-knn,10,657,83,0.5060240963855421,2
bert-knn,10,657,83,0.5421686746987951,3
bert-knn,10,657,83,0.5662650602409639,4
bert-knn,10,657,83,0.5542168674698795,5
bert-knn,10,657,83,0.5783132530120482,6
bert-knn,10,657,83,0.5783132530120482,7
bert-knn,10,657,83,0.5783132530120482,8
bert-knn,10,657,83,0.6024096385542169,9
bert-knn,10,657,83,0.6144578313253012,10
bert-knn,10,657,83,0.6144578313253012,11
bert-knn,10,657,83,0.6144578313253012,12
bert-knn,10,657,83,0.5783132530120482,13
bert-knn,10,657,83,0.5783132530120482,14
bert-knn,10,657,83,0.5662650602409639,15
bert-knn,10,657,83,0.5301204819277109,16
bert-knn,10,657,83,0.5421686746987951,17
bert-knn,10,657,83,0.5542168674698795,18
bert-knn,10,657,83,0.5542168674698795,19
bert-knn,10,657,83,0.5180722891566265,20
bert-knn,10,657,83,0.5301204819277109,21
bert-knn,10,657,83,0.5301204819277109,22
bert-knn,10,657,83,0.5180722891566265,23
bert-knn,10,657,83,0.5180722891566265,24
bert-knn,10,657,83,0.5180722891566265,25
bert-knn,20,1298,168,0.3392857142857143,1
bert-knn,20,1298,168,0.3392857142857143,2
bert-knn,20,1298,168,0.3630952380952381,3
bert-knn,20,1298,168,0.3869047619047619,4
bert-knn,20,1298,168,0.4107142857142857,5
bert-knn,20,1298,168,0.42857142857142855,6
bert-knn,20,1298,168,0.4107142857142857,7
bert-knn,20,1298,168,0.4226190476190476,8
bert-knn,20,1298,168,0.42857142857142855,9
bert-knn,20,1298,168,0.43452380952380953,10
bert-knn,20,1298,168,0.42857142857142855,11
bert-knn,20,1298,168,0.43452380952380953,12
bert-knn,20,1298,168,0.43452380952380953,13
bert-knn,20,1298,168,0.44047619047619047,14
bert-knn,20,1298,168,0.4226190476190476,15
bert-knn,20,1298,168,0.4166666666666667,16
bert-knn,20,1298,168,0.4226190476190476,17
bert-knn,20,1298,168,0.42857142857142855,18
bert-knn,20,1298,168,0.44047619047619047,19
bert-knn,20,1298,168,0.44047619047619047,20
bert-knn,20,1298,168,0.44047619047619047,21
bert-knn,20,1298,168,0.42857142857142855,22
bert-knn,20,1298,168,0.43452380952380953,23
bert-knn,20,1298,168,0.43452380952380953,24
bert-knn,20,1298,168,0.42857142857142855,25
bert-knn,50,3751,440,0.21363636363636362,1
bert-knn,50,3751,440,0.21363636363636362,2
bert-knn,50,3751,440,0.225,3
bert-knn,50,3751,440,0.225,4
bert-knn,50,3751,440,0.24772727272727274,5
bert-knn,50,3751,440,0.27045454545454545,6
bert-knn,50,3751,440,0.27045454545454545,7
bert-knn,50,3751,440,0.26590909090909093,8
bert-knn,50,3751,440,0.2545454545454545,9
bert-knn,50,3751,440,0.25681818181818183,10
bert-knn,50,3751,440,0.2681818181818182,11
bert-knn,50,3751,440,0.26590909090909093,12
bert-knn,50,3751,440,0.26590909090909093,13
bert-knn,50,3751,440,0.2590909090909091,14
bert-knn,50,3751,440,0.2636363636363636,15
bert-knn,50,3751,440,0.2681818181818182,16
bert-knn,50,3751,440,0.27045454545454545,17
bert-knn,50,3751,440,0.275,18
bert-knn,50,3751,440,0.275,19
bert-knn,50,3751,440,0.2772727272727273,20
bert-knn,50,3751,440,0.2681818181818182,21
bert-knn,50,3751,440,0.26136363636363635,22
bert-knn,50,3751,440,0.2681818181818182,23
bert-knn,50,3751,440,0.2772727272727273,24
bert-knn,50,3751,440,0.27954545454545454,25
bert-knn,100,7236,863,0.19582850521436848,1
bert-knn,100,7236,863,0.19582850521436848,2
bert-knn,100,7236,863,0.20509849362688296,3
bert-knn,100,7236,863,0.21784472769409038,4
bert-knn,100,7236,863,0.2213209733487833,5
bert-knn,100,7236,863,0.22711471610660486,6
bert-knn,100,7236,863,0.23059096176129779,7
bert-knn,100,7236,863,0.23870220162224798,8
bert-knn,100,7236,863,0.2410196987253766,9
bert-knn,100,7236,863,0.23870220162224798,10
bert-knn,100,7236,863,0.23522595596755505,11
bert-knn,100,7236,863,0.23638470451911936,12
bert-knn,100,7236,863,0.24333719582850522,13
bert-knn,100,7236,863,0.24565469293163383,14
bert-knn,100,7236,863,0.24565469293163383,15
bert-knn,100,7236,863,0.24797219003476245,16
bert-knn,100,7236,863,0.24913093858632676,17
bert-knn,100,7236,863,0.24797219003476245,18
bert-knn,100,7236,863,0.24797219003476245,19
bert-knn,100,7236,863,0.25028968713789107,20
bert-knn,100,7236,863,0.24449594438006952,21
bert-knn,100,7236,863,0.2398609501738123,22
bert-knn,100,7236,863,0.2398609501738123,23
bert-knn,100,7236,863,0.24333719582850522,24
bert-knn,100,7236,863,0.24333719582850522,25
bert-knn,200,14635,1819,0.13468938977460143,1
bert-knn,200,14635,1819,0.13578889499725125,2
bert-knn,200,14635,1819,0.13853765805387575,3
bert-knn,200,14635,1819,0.1445849367784497,4
bert-knn,200,14635,1819,0.15008246289169874,5
bert-knn,200,14635,1819,0.14843320505772403,6
bert-knn,200,14635,1819,0.15338097855964816,7
bert-knn,200,14635,1819,0.1588785046728972,8
bert-knn,200,14635,1819,0.16382627817482134,9
bert-knn,200,14635,1819,0.16272677295217153,10
bert-knn,200,14635,1819,0.16327652556349642,11
bert-knn,200,14635,1819,0.1621770203408466,12
bert-knn,200,14635,1819,0.16492578339747113,13
bert-knn,200,14635,1819,0.16877405167674547,14
bert-knn,200,14635,1819,0.17097306212204508,15
bert-knn,200,14635,1819,0.16712479384277076,16
bert-knn,200,14635,1819,0.16657504123144584,17
bert-knn,200,14635,1819,0.16822429906542055,18
bert-knn,200,14635,1819,0.16932380428807037,19
bert-knn,200,14635,1819,0.16932380428807037,20
bert-knn,200,14635,1819,0.1737218251786696,21
bert-knn,200,14635,1819,0.17317207256734468,22
bert-knn,200,14635,1819,0.1742715777899945,23
bert-knn,200,14635,1819,0.17152281473336997,24
bert-knn,200,14635,1819,0.17152281473336997,25
bert-knn,400,29188,3586,0.04517568321249303,1
bert-knn,400,29188,3586,0.04517568321249303,2
bert-knn,400,29188,3586,0.045454545454545456,3
bert-knn,400,29188,3586,0.04656999442275516,4
bert-knn,400,29188,3586,0.04573340769659788,5
bert-knn,400,29188,3586,0.046012269938650305,6
bert-knn,400,29188,3586,0.04796430563301729,7
bert-knn,400,29188,3586,0.048243167875069715,8
